tool_id,tool_name,vendor_name,tool_type,monthly_cost,active_status
837,Notion Platform 837,Adobe,Content Generation,7451.57,Pilot
838,UiPath Platform 838,IBM,Forecasting,20296.61,Pilot
839,Miro Platform 839,Anthropic,LLM Assistant,23865.02,Under Review
840,Vertex Platform 840,UiPath,Sales Intelligence,11757.77,Active
841,Copilot Platform 841,Anthropic,Workflow Automation,12065.54,Pilot
842,UiPath Platform 842,Zendesk,Workflow Automation,9708.80,Retired
843,Slack Platform 843,Zendesk,Workflow Automation,18319.73,Active
844,Copilot Platform 844,Zapier,LLM Assistant,24943.94,Active
845,Perplexity Platform 845,Zendesk,Documentation,1585.16,Retired
846,ChatGPT Platform 846,IBM,Workflow Automation,1306.27,Active
847,Snowflake Platform 847,Snowflake,Content Generation,4498.82,Retired
848,Vertex Platform 848,Microsoft,Forecasting,16731.72,Under Review
849,ChatGPT Platform 849,OpenAI,Analytics,3331.74,Under Review
850,ServiceNow Platform 850,Zapier,Help Desk AI,10807.43,Active
851,Notion Platform 851,Salesforce,Documentation,6840.10,Under Review
852,Snowflake Platform 852,Salesforce,Content Generation,3249.22,Under Review
853,UiPath Platform 853,Salesforce,Documentation,9519.91,Pilot
854,Snowflake Platform 854,OpenAI,Documentation,24040.39,Retired
855,UiPath Platform 855,Databricks,Forecasting,15019.22,Active
856,Snowflake Platform 856,UiPath,Workflow Automation,14850.37,Active
857,Notion Platform 857,Atlassian,Analytics,20841.98,Active
858,UiPath Platform 858,Google,Workflow Automation,16250.59,Active
859,Tableau Platform 859,Zendesk,Documentation,17350.72,Pilot
860,Copilot Platform 860,UiPath,Documentation,8458.41,Retired
861,Tableau Platform 861,OpenAI,Sales Intelligence,22777.57,Under Review
862,ChatGPT Platform 862,Salesforce,Workflow Automation,24941.56,Under Review
863,UiPath Platform 863,Adobe,Sales Intelligence,21565.24,Under Review
864,Gemini Platform 864,Anthropic,Forecasting,3642.43,Active
865,Snowflake Platform 865,Google,LLM Assistant,5511.52,Active
866,Power BI Platform 866,IBM,Documentation,3924.04,Under Review
867,Gemini Platform 867,Google,Documentation,4783.75,Under Review
868,Snowflake Platform 868,OpenAI,Help Desk AI,4052.44,Retired
869,Jasper Platform 869,Anthropic,Sales Intelligence,20355.89,Pilot
870,Tableau Platform 870,Salesforce,Workflow Automation,20319.95,Retired
871,Perplexity Platform 871,Meta,Help Desk AI,15670.46,Retired
872,Tableau Platform 872,Google,Documentation,521.32,Pilot
873,Tableau Platform 873,Adobe,Forecasting,383.31,Pilot
874,ServiceNow Platform 874,Databricks,Forecasting,17820.46,Active
875,Copilot Platform 875,Meta,Documentation,19679.16,Retired
876,UiPath Platform 876,Notion,Workflow Automation,11503.63,Pilot
877,Jasper Platform 877,Salesforce,Content Generation,19351.73,Retired
878,Miro Platform 878,UiPath,Content Generation,8547.56,Pilot
879,Vertex Platform 879,Meta,Analytics,3574.73,Retired
880,Power BI Platform 880,Salesforce,Forecasting,4351.80,Under Review
881,Slack Platform 881,Meta,Help Desk AI,24358.87,Under Review
882,ServiceNow Platform 882,Google,LLM Assistant,7796.99,Active
883,Miro Platform 883,Google,Analytics,5600.48,Active
884,Slack Platform 884,Microsoft,LLM Assistant,4688.51,Under Review
885,Databricks Platform 885,Snowflake,Documentation,10918.30,Active
886,Salesforce Platform 886,Anthropic,Content Generation,12563.77,Under Review
887,Zendesk Platform 887,Salesforce,Sales Intelligence,17589.08,Pilot
888,Power BI Platform 888,Snowflake,Help Desk AI,23509.14,Under Review
889,UiPath Platform 889,Adobe,Documentation,22977.79,Active
890,UiPath Platform 890,Notion,Content Generation,21567.35,Active
891,Zendesk Platform 891,Zapier,Documentation,22155.35,Under Review
892,ServiceNow Platform 892,Meta,Workflow Automation,12732.37,Active
893,ServiceNow Platform 893,Adobe,Sales Intelligence,17436.19,Retired
894,Slack Platform 894,Microsoft,Sales Intelligence,8515.50,Active
895,Miro Platform 895,Salesforce,LLM Assistant,21408.27,Under Review
896,Snowflake Platform 896,OpenAI,Help Desk AI,9184.63,Active
897,Gemini Platform 897,Meta,Documentation,16266.17,Active
898,Copilot Platform 898,Atlassian,LLM Assistant,20284.89,Pilot
899,Power BI Platform 899,Zapier,Analytics,2913.42,Active
900,Copilot Platform 900,Adobe,LLM Assistant,10496.10,Retired
901,ServiceNow Platform 901,Snowflake,LLM Assistant,11100.84,Retired
902,Power BI Platform 902,Notion,Sales Intelligence,17119.01,Under Review
903,Databricks Platform 903,Zapier,LLM Assistant,2328.19,Pilot
904,Jasper Platform 904,Microsoft,Analytics,14729.04,Pilot
905,Perplexity Platform 905,Zendesk,Analytics,21017.75,Active
906,Notion Platform 906,Salesforce,Sales Intelligence,4057.34,Active
907,Zapier Platform 907,Notion,Documentation,3088.12,Active
908,Power BI Platform 908,Databricks,Forecasting,6283.32,Active
909,Power BI Platform 909,UiPath,LLM Assistant,7327.64,Under Review
910,Vertex Platform 910,Notion,Workflow Automation,10285.84,Pilot
911,Tableau Platform 911,Salesforce,LLM Assistant,12629.71,Pilot
912,Jasper Platform 912,Google,Sales Intelligence,13765.23,Pilot
913,Jasper Platform 913,Notion,Workflow Automation,6003.98,Retired
914,Claude Platform 914,Salesforce,Forecasting,16252.36,Retired
915,Zendesk Platform 915,UiPath,Documentation,20877.69,Pilot
916,Copilot Platform 916,Zapier,Content Generation,5302.54,Pilot
917,Databricks Platform 917,Atlassian,Help Desk AI,6997.34,Retired
918,Vertex Platform 918,Anthropic,Workflow Automation,8661.22,Retired
919,Copilot Platform 919,Notion,Forecasting,17142.66,Pilot
920,Gemini Platform 920,Google,Documentation,19428.32,Under Review
921,Zapier Platform 921,Notion,LLM Assistant,10763.70,Retired
922,ChatGPT Platform 922,Google,Content Generation,15781.33,Active
923,Power BI Platform 923,Notion,Sales Intelligence,10236.16,Pilot
924,ChatGPT Platform 924,Adobe,Documentation,19650.58,Under Review
925,Snowflake Platform 925,Adobe,Workflow Automation,8476.72,Retired
926,Gemini Platform 926,Snowflake,Content Generation,10036.04,Pilot
927,Perplexity Platform 927,Microsoft,Content Generation,14155.77,Under Review
928,Zapier Platform 928,OpenAI,Analytics,16983.17,Retired
929,Miro Platform 929,Databricks,Workflow Automation,18811.75,Pilot
930,Slack Platform 930,UiPath,LLM Assistant,3162.31,Pilot
931,Zendesk Platform 931,Adobe,Content Generation,5617.46,Pilot
932,ServiceNow Platform 932,Notion,Analytics,10072.31,Pilot
933,Salesforce Platform 933,Zapier,Workflow Automation,14504.09,Pilot
934,Tableau Platform 934,Snowflake,Sales Intelligence,362.48,Retired
935,Watson Platform 935,Adobe,Content Generation,23097.21,Under Review
936,Snowflake Platform 936,Zapier,Documentation,23341.24,Active
937,Snowflake Platform 937,Google,Sales Intelligence,4575.40,Retired
938,Notion Platform 938,Zapier,Content Generation,19760.39,Active
939,Zendesk Platform 939,Adobe,LLM Assistant,7464.89,Pilot
940,Salesforce Platform 940,Atlassian,Sales Intelligence,11336.50,Active
941,Miro Platform 941,Meta,Content Generation,2731.65,Pilot
942,Gemini Platform 942,IBM,LLM Assistant,7121.30,Active
943,Slack Platform 943,Zendesk,Analytics,14149.15,Retired
944,Snowflake Platform 944,Snowflake,Documentation,1341.26,Under Review
945,Power BI Platform 945,Google,Content Generation,22558.52,Active
946,Claude Platform 946,UiPath,Forecasting,11547.69,Active
947,Snowflake Platform 947,UiPath,LLM Assistant,5471.32,Under Review
948,Claude Platform 948,OpenAI,Documentation,21624.96,Under Review
949,Databricks Platform 949,UiPath,LLM Assistant,10127.42,Active
950,Miro Platform 950,UiPath,Documentation,16651.37,Under Review
951,Slack Platform 951,Zapier,Sales Intelligence,3859.79,Under Review
952,UiPath Platform 952,UiPath,Content Generation,22309.08,Active
953,Slack Platform 953,Notion,Help Desk AI,6675.51,Under Review
954,Databricks Platform 954,OpenAI,Documentation,9431.04,Under Review
955,Claude Platform 955,Atlassian,LLM Assistant,19838.69,Retired
956,Databricks Platform 956,Atlassian,Help Desk AI,971.54,Pilot
957,Notion Platform 957,Atlassian,Content Generation,774.45,Retired
958,Copilot Platform 958,Meta,Forecasting,11906.73,Under Review
959,Salesforce Platform 959,Google,Forecasting,17730.09,Pilot
960,Gemini Platform 960,Zendesk,Help Desk AI,11517.97,Pilot
961,Perplexity Platform 961,Meta,Documentation,1531.08,Retired
962,Copilot Platform 962,Google,Forecasting,12714.51,Active
963,Slack Platform 963,Notion,Help Desk AI,14045.40,Pilot
964,Jasper Platform 964,Databricks,Forecasting,14402.97,Pilot
965,Zapier Platform 965,Salesforce,Help Desk AI,20371.51,Pilot
966,Copilot Platform 966,Atlassian,Documentation,7251.76,Under Review
967,Jasper Platform 967,Databricks,Analytics,9271.50,Active
968,Miro Platform 968,Zendesk,Analytics,22423.28,Active
969,Databricks Platform 969,IBM,LLM Assistant,13776.66,Retired
970,Jasper Platform 970,Adobe,Sales Intelligence,3383.22,Active
971,Slack Platform 971,IBM,Forecasting,20233.29,Under Review
972,Zapier Platform 972,Zendesk,Sales Intelligence,17942.39,Active
973,Slack Platform 973,Atlassian,Sales Intelligence,11549.82,Pilot
974,Claude Platform 974,Zapier,Documentation,7102.53,Pilot
975,Snowflake Platform 975,Salesforce,Content Generation,1257.66,Active
976,Gemini Platform 976,Anthropic,Sales Intelligence,2922.21,Retired
977,Notion Platform 977,Salesforce,Sales Intelligence,14994.67,Active
978,Tableau Platform 978,Meta,Analytics,20655.35,Under Review
979,Databricks Platform 979,UiPath,LLM Assistant,24821.97,Under Review
980,Salesforce Platform 980,Zendesk,Analytics,12600.61,Active
981,Watson Platform 981,Zendesk,Workflow Automation,7124.99,Retired
982,Power BI Platform 982,Zapier,Analytics,24266.98,Under Review
983,Zendesk Platform 983,UiPath,Workflow Automation,13902.90,Retired
984,Slack Platform 984,UiPath,Sales Intelligence,20852.11,Retired
985,Perplexity Platform 985,Anthropic,Content Generation,7576.86,Under Review
986,Claude Platform 986,Salesforce,Documentation,5343.92,Pilot
987,Snowflake Platform 987,Salesforce,LLM Assistant,17654.83,Under Review
988,Power BI Platform 988,Snowflake,Forecasting,12761.58,Under Review
989,Databricks Platform 989,Zendesk,Workflow Automation,21054.03,Pilot
990,Tableau Platform 990,Meta,Forecasting,19846.57,Under Review
991,ChatGPT Platform 991,Atlassian,Workflow Automation,5654.57,Under Review
992,Vertex Platform 992,Atlassian,LLM Assistant,24545.60,Under Review
993,UiPath Platform 993,Anthropic,Workflow Automation,5488.46,Pilot
994,Power BI Platform 994,Adobe,Workflow Automation,10775.13,Active
995,ChatGPT Platform 995,IBM,Documentation,15246.25,Under Review
996,Salesforce Platform 996,UiPath,Analytics,15319.50,Active
997,Miro Platform 997,Zapier,Sales Intelligence,5418.24,Active
998,ChatGPT Platform 998,Databricks,LLM Assistant,22548.68,Under Review
999,Snowflake Platform 999,Microsoft,Content Generation,8720.88,Active
1000,Miro Platform 1000,Snowflake,LLM Assistant,14569.48,Active
